29,33
29,33
29,35
30,37
31,40
31,40
32,44
32,45
33,50
35,54
37,60
39,67
40,71
42,77
46,84
46,92
49,110
50,125
51,132
50,139
49,141
47,134
48,126
56,109
72,80
84,65
102,52
106,50
113,42
114,40
106,40
87,37
79,37
69,36
60,35
51,34
47,34
46,34
45,34
46,34
45,34
43,34
44,34
43,34
42,34
42,34
41,33
41,33
40,33
40,34
28,27
28,27
29,29
30,30
29,31
30,34
29,36
31,38
32,39
32,40
34,42
34,46
36,59
38,67
39,73
41,89
41,93
43,98
43,97
43,88
41,73
43,64
59,49
69,42
79,36
82,34
87,34
89,34
79,35
61,35
57,35
49,34
40,34
37,34
36,32
36,33
36,32
36,31
36,30
35,30
34,29
34,30
34,29
33,29
33,29
33,29
34,29
34,29
35,29
34,29
25,27
25,27
25,27
26,27
26,27
26,27
26,27
27,27
28,26
28,26
28,26
28,26
29,27
29,29
30,32
33,40
35,44
38,57
40,61
40,69
43,78
44,82
44,88
43,83
41,86
42,81
40,78
41,63
45,56
63,45
71,41
88,36
95,35
102,36
104,35
100,35
84,34
76,34
72,33
61,32
57,32
52,32
50,31
50,30
45,28
42,28
37,27
36,27
35,27
34,27
27,27
27,27
27,27
27,27
27,27
27,27
27,28
27,28
28,29
28,30
28,32
31,40
32,46
35,52
36,57
37,60
39,73
38,70
37,72
36,71
36,70
34,63
34,57
32,45
35,38
38,36
47,31
50,30
55,29
57,29
60,29
58,28
54,28
49,28
48,28
46,28
43,28
41,28
40,28
41,28
40,28
37,28
36,27
35,27
33,27
33,26
30,26
30,26
29,27
29,27
25,26
25,26
26,26
26,26
27,26
28,26
28,26
28,26
29,26
29,26
29,27
29,29
30,32
31,39
32,43
35,62
36,75
39,100
40,113
40,125
41,123
40,120
40,112
38,94
37,79
36,72
38,59
43,49
55,40
65,35
68,33
77,32
77,32
70,31
64,30
57,30
45,29
39,29
36,28
35,28
35,28
35,28
36,27
35,27
35,27
33,27
31,27
30,27
29,26
29,26
26,26
26,26
26,26
25,26
25,26
26,26
26,26
26,26
26,26
27,28
27,30
29,37
30,40
36,51
38,61
40,68
43,78
43,85
44,99
44,99
42,101
40,97
40,94
40,83
40,74
41,65
47,52
58,46
69,37
75,35
78,34
76,32
73,31
58,30
55,29
49,29
40,28
40,27
38,28
37,27
37,27
35,27
34,27
33,27
33,27
33,27
33,26
33,26
31,26
31,26
27,26
27,26
27,26
27,26
26,27
27,27
27,28
27,30
29,36
30,40
34,48
36,53
38,55
40,65
42,71
43,75
43,82
43,88
43,91
43,87
41,90
41,94
47,78
53,71
60,63
83,58
90,52
104,40
105,39
101,39
87,37
80,35
59,32
47,30
45,30
44,29
46,29
43,29
41,28
40,28
39,28
36,27
33,27
33,27
34,27
35,27
36,27
35,27
35,27
35,27
26,26
26,26
26,26
26,26
26,27
26,27
26,27
27,27
27,27
27,27
28,26
28,27
29,27
31,27
33,27
34,27
35,27
37,27
38,29
37,30
37,30
37,33
39,44
40,46
40,57
41,63
42,69
43,74
41,71
40,67
39,64
39,53
40,48
42,45
54,41
60,39
69,37
70,36
71,36
69,34
63,33
50,31
45,29
42,29
40,27
38,27
37,26
37,27
37,27
36,27
26,26
27,26
28,27
30,28
30,29
30,32
32,36
34,38
36,45
37,52
39,58
44,75
45,85
46,98
47,102
46,99
44,90
43,82
46,60
52,51
60,43
72,37
76,34
79,32
79,32
75,32
59,32
51,30
43,30
41,30
36,29
37,28
36,27
36,27
35,27
34,27
33,27
32,27
32,27
31,27
30,26
29,26
29,26
29,26
28,26
28,26
27,26
27,26
27,26
27,26
27,26
26,27
26,27
27,27
27,27
27,28
27,28
29,29
30,30
30,31
32,36
34,39
38,48
39,53
39,57
42,73
43,79
46,94
45,99
45,101
45,103
44,97
41,90
40,83
40,73
45,56
48,48
59,43
63,40
70,36
73,34
73,34
68,34
63,33
58,33
48,31
46,31
42,29
40,28
40,28
39,27
40,27
37,26
36,26
36,26
33,26
32,26
32,26
32,26
32,26
28,27
29,28
29,29
30,31
30,32
31,37
33,40
36,48
37,52
37,54
38,70
40,83
40,101
40,104
42,108
43,113
45,112
48,107
48,101
46,95
44,90
43,88
42,82
44,71
47,62
61,53
66,49
75,42
79,40
82,38
78,36
72,35
59,31
53,30
50,29
41,29
38,28
36,27
35,27
35,27
34,27
33,27
32,26
32,26
32,26
31,26
31,26
31,26
30,26
30,26
31,34
32,41
33,43
35,51
38,56
40,61
41,78
43,85
47,101
49,105
50,108
48,107
48,98
45,90
45,81
47,65
49,57
56,48
60,42
62,39
63,34
62,32
55,31
48,31
44,30
38,28
36,28
35,28
34,27
33,28
33,27
32,27
31,27
31,27
30,27
30,26
29,26
29,26
29,26
28,26
27,26
27,26
27,26
27,26
27,26
27,26
27,26
27,26
27,26
27,26
26,26
27,26
26,26
26,26
26,26
26,26
26,26
26,27
26,27
27,28
28,29
29,31
30,34
33,44
34,49
37,59
37,67
39,74
39,81
39,80
38,74
39,68
40,64
41,50
44,46
48,38
47,32
48,32
46,31
44,31
40,29
39,29
36,29
36,28
35,28
35,28
35,28
35,27
34,27
33,27
31,27
31,26
30,26
29,26
28,26
28,26
28,26
28,26
28,26
27,26
26,26
26,26
26,26
26,25
26,26
26,26
26,26
26,26
27,27
27,27
30,27
31,28
34,29
34,30
35,31
36,36
36,40
36,53
36,63
38,69
40,87
40,96
41,100
40,102
40,101
38,93
37,84
40,67
43,60
50,55
61,43
64,39
71,34
72,34
69,33
57,32
54,31
44,30
40,29
37,28
36,28
37,28
38,28
38,28
36,27
35,27
35,27
33,27
31,27
30,26
26,26
27,26
26,26
27,26
27,27
27,26
27,27
27,26
29,28
29,29
30,30
33,37
35,40
40,52
43,57
45,65
47,81
48,92
51,106
51,109
49,114
47,117
48,109
47,91
50,85
51,72
61,53
65,46
70,37
70,35
71,34
65,34
57,33
45,31
40,31
39,30
37,29
36,29
36,28
35,28
34,28
33,28
32,28
30,28
30,28
30,28
30,27
30,27
29,26
29,26
28,27
28,27
28,28
28,28
28,31
29,34
29,36
31,41
32,45
37,55
38,61
41,78
43,86
44,96
45,104
45,106
44,101
46,93
48,82
60,61
66,53
75,42
81,39
81,37
76,34
67,33
54,31
47,29
42,29
36,28
36,28
35,28
34,28
33,28
31,27
30,27
30,27
29,27
29,27
29,27
29,27
30,27
29,27
29,27
29,27
28,27
28,26
28,27
28,27
29,27
27,25
27,25
28,25
27,25
27,26
27,26
26,26
26,27
27,27
27,28
27,28
28,31
30,35
34,44
38,48
39,56
44,68
45,71
46,72
46,75
45,73
43,72
41,68
43,59
44,56
47,53
51,43
51,39
52,33
52,33
49,31
45,30
40,30
38,30
35,28
34,29
32,29
31,30
30,30
30,31
30,31
29,31
29,31
28,31
28,29
28,27
27,27
26,27
26,26
27,26
27,26
27,26
28,26
28,26
28,26
28,27
28,27
28,28
28,29
28,32
29,35
31,40
35,50
36,55
39,75
40,81
41,86
40,84
40,80
38,74
39,65
39,55
50,44
59,40
69,39
69,36
70,34
68,32
60,31
45,29
40,29
35,28
33,28
32,28
30,27
29,26
30,27
31,27
30,27
30,27
30,27
29,27
28,27
27,26
27,26
27,26
27,26
27,26
27,26
27,26
27,26
26,26
26,26
26,26
26,26
26,26
26,26
26,26
26,26
26,27
27,27
27,28
28,31
29,32
32,38
35,44
36,49
40,64
41,74
44,86
44,90
44,93
44,94
43,88
42,81
41,76
40,68
37,56
38,52
37,40
40,34
40,32
43,30
44,30
43,30
41,30
40,29
35,29
34,29
32,28
32,28
31,27
31,28
32,28
32,27
32,28
32,27
32,27
32,27
31,26
28,27
28,27
28,26
28,27
28,27
28,27
28,28
28,29
29,32
30,34
33,47
35,56
37,61
40,66
40,73
42,83
43,80
44,87
44,86
44,92
44,93
43,98
42,95
40,87
42,84
46,69
51,62
53,57
60,42
66,38
70,31
69,31
59,31
56,30
52,30
40,29
39,30
34,30
34,30
35,30
34,29
34,29
31,27
30,27
30,26
29,27
29,27
30,26
30,26
31,26
27,27
27,27
27,27
28,29
28,30
29,33
29,34
31,40
32,44
33,47
35,54
35,58
37,68
37,69
37,69
36,68
35,70
34,65
33,60
32,55
34,48
35,43
40,35
42,33
47,31
52,30
54,31
55,31
53,32
51,32
45,31
43,30
40,29
40,28
40,28
37,27
38,27
36,26
35,26
33,27
32,27
32,27
32,26
31,27
32,27
31,27
31,27
30,27
30,27
29,27
26,29
26,30
26,31
26,32
26,33
27,35
28,39
28,40
30,50
31,54
32,59
34,66
35,69
37,81
39,83
39,85
39,85
38,82
38,77
37,72
37,63
38,47
40,45
43,38
44,35
45,33
47,30
46,30
43,29
41,29
40,28
39,28
37,27
36,28
35,28
35,28
35,28
34,28
33,28
33,27
33,27
32,26
32,26
31,26
31,26
30,26
29,26
30,26
30,27
30,27
25,26
25,26
25,26
25,26
25,26
25,26
25,26
26,26
26,26
26,26
26,26
26,28
26,29
26,31
26,34
26,35
29,40
30,42
33,51
35,55
37,57
40,65
40,70
41,76
40,76
41,79
41,89
42,94
40,93
40,89
39,83
39,70
39,63
40,42
42,37
44,33
46,30
47,30
47,30
46,29
41,28
40,28
39,29
38,28
37,28
35,28
33,28
32,28
32,28
31,27
28,27
28,29
28,31
29,34
30,36
31,40
32,46
32,50
34,57
36,60
36,63
36,64
36,66
37,68
37,67
37,68
36,64
35,63
34,63
34,60
33,55
32,47
32,45
35,40
40,39
41,35
44,33
46,32
48,30
47,29
46,29
41,29
40,28
39,28
40,28
39,28
39,27
38,27
39,27
39,27
39,27
38,27
37,27
35,27
35,27
36,27
35,27
34,27
33,26
33,27
26,27
26,27
26,28
27,28
27,29
28,29
28,30
29,32
30,36
31,39
33,43
36,52
37,57
39,64
40,69
40,72
39,75
38,75
37,72
36,70
36,66
37,56
37,48
40,40
42,36
46,32
49,31
49,29
50,29
50,29
47,28
45,28
42,28
39,28
38,28
36,28
34,28
33,28
32,28
32,27
31,27
30,26
30,26
29,26
30,26
30,26
29,26
30,26
30,27
30,27
27,27
27,27
27,27
27,27
27,27
26,27
27,27
27,28
27,28
28,29
28,31
30,37
31,40
32,45
34,56
37,60
40,68
42,70
43,73
44,77
45,78
43,75
41,75
42,75
44,72
45,65
50,55
51,52
52,49
51,40
50,35
47,35
43,34
42,34
42,32
41,32
40,30
40,30
40,29
38,30
36,30
34,31
33,32
32,32
31,32
31,32
30,30
29,29
30,29
30,28
27,27
27,27
26,27
26,27
26,27
26,27
26,27
26,27
27,29
28,32
30,40
33,51
36,58
40,74
41,83
43,90
44,94
44,97
44,97
44,96
44,94
41,84
41,75
41,75
45,65
49,58
51,52
61,41
69,40
78,36
79,34
78,33
71,33
64,32
53,31
48,30
44,30
40,29
40,29
38,29
37,29
36,29
34,28
34,28
33,28
33,28
33,27
32,26
32,26
31,26
27,27
28,27
29,27
29,27
31,27
31,27
31,27
32,28
32,29
34,33
34,35
35,41
36,46
39,54
40,63
41,75
42,85
43,91
42,103
43,101
42,99
40,98
40,95
41,83
42,74
42,63
46,56
47,53
54,42
57,38
60,34
60,32
58,31
52,30
47,29
41,28
38,29
37,30
35,31
35,32
35,32
35,32
35,32
35,30
35,29
35,28
35,28
35,28
33,27
33,27
28,26
28,26
28,26
27,28
27,29
28,33
28,37
30,40
32,47
33,50
36,57
37,58
38,61
38,65
38,70
38,70
37,72
38,73
37,80
38,79
40,70
41,65
42,62
47,51
52,44
55,34
57,32
58,31
57,30
55,30
47,32
43,33
40,33
39,33
37,34
34,34
34,33
35,30
33,30
34,30
33,28
33,28
33,28
33,29
32,28
32,28
32,28
31,28
31,28
30,28
34,26
34,27
34,27
33,27
33,27
33,28
30,28
30,27
30,27
30,27
29,27
28,29
29,32
30,40
32,45
33,54
36,63
38,72
41,92
43,98
43,101
44,103
45,103
43,100
43,93
44,85
52,70
57,66
66,54
71,49
74,45
80,40
75,37
65,33
60,33
53,31
45,31
41,33
39,39
40,42
40,43
42,44
42,44
42,40
41,39
40,31
39,29
36,28
33,27
